"ComputerName";"Logfile";"EventType";"SourceName";"TimeWritten";"EventCode"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"11.05.2012 8:41:23";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"11.05.2012 0:41:22";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 16:41:21";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 8:41:30";"6"
"VHV_CASUMITAJ";"Application";"Предупреждение";"Microsoft-Windows-Winlogon";"10.05.2012 8:37:45";"6005"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 8:15:45";"6"
"VHV_CASUMITAJ";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"10.05.2012 8:13:43";"1530"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 7:57:26";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 15:58:36";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Application Error";"05.05.2012 8:32:41";"1000"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 7:58:44";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Application Error";"04.05.2012 15:34:32";"1000"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 7:56:36";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:55:17";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 7:55:24";"6"
"VHV_CASUMITAJ";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"02.05.2012 17:06:34";"1530"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 15:55:44";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 7:55:53";"6"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"28.04.2012 14:32:47";"6"
"VHV_CASUMITAJ";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"28.04.2012 14:31:22";"1530"
"VHV_CASUMITAJ";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"28.04.2012 11:43:52";"1530"
"VHV_CASUMITAJ";"Application";"Предупреждение";"MsiInstaller";"28.04.2012 11:29:03";"1001"
"VHV_CASUMITAJ";"Application";"Предупреждение";"MsiInstaller";"28.04.2012 11:29:03";"1004"
"VHV_CASUMITAJ";"Application";"Ошибка";"ESENT";"28.04.2012 11:29:00";"215"
"VHV_CASUMITAJ";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"28.04.2012 8:18:39";"6"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"11.05.2012 8:12:38";"131"
"VHV_CASUMITAJ";"System";"Предупреждение";"e1kexpress";"11.05.2012 8:12:38";"27"
"VHV_CASUMITAJ";"System";"Предупреждение";"e1kexpress";"11.05.2012 8:12:09";"27"
"VHV_CASUMITAJ";"System";"Предупреждение";"e1kexpress";"11.05.2012 8:12:01";"27"
"VHV_CASUMITAJ";"System";"Критический";"Microsoft-Windows-Kernel-Power";"10.05.2012 8:40:52";"41"
"VHV_CASUMITAJ";"System";"Ошибка";"Service Control Manager";"10.05.2012 8:38:20";"7011"
"VHV_CASUMITAJ";"System";"Ошибка";"Service Control Manager";"10.05.2012 8:37:21";"7031"
"VHV_CASUMITAJ";"System";"Ошибка";"Service Control Manager";"10.05.2012 8:37:20";"7000"
"VHV_CASUMITAJ";"System";"Ошибка";"Service Control Manager";"10.05.2012 8:37:20";"7009"
"VHV_CASUMITAJ";"System";"Предупреждение";"Tcpip";"05.05.2012 9:03:22";"4227"
"VHV_CASUMITAJ";"System";"Ошибка";"NETLOGON";"04.05.2012 13:41:45";"5719"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"04.05.2012 13:24:06";"131"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"04.05.2012 11:24:06";"129"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"04.05.2012 10:24:03";"131"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"04.05.2012 9:54:03";"129"
"VHV_CASUMITAJ";"System";"Ошибка";"Microsoft-Windows-GroupPolicy";"04.05.2012 9:47:43";"1129"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"04.05.2012 9:39:01";"131"
"VHV_CASUMITAJ";"System";"Ошибка";"Microsoft-Windows-GroupPolicy";"04.05.2012 9:35:20";"1129"
"VHV_CASUMITAJ";"System";"Ошибка";"NETLOGON";"04.05.2012 9:35:20";"5719"
"VHV_CASUMITAJ";"System";"Предупреждение";"e1kexpress";"04.05.2012 9:28:02";"27"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"03.05.2012 16:42:26";"129"
"VHV_CASUMITAJ";"System";"Ошибка";"Microsoft-Windows-GroupPolicy";"03.05.2012 16:38:16";"1129"
"VHV_CASUMITAJ";"System";"Предупреждение";"Microsoft-Windows-Time-Service";"03.05.2012 16:27:26";"131"
"VHV_CASUMITAJ";"System";"Ошибка";"Microsoft-Windows-GroupPolicy";"03.05.2012 16:18:37";"1129"
"VHV_CASUMITAJ";"System";"Ошибка";"NETLOGON";"03.05.2012 16:15:08";"5719"
"VHV_CASUMITAJ";"System";"Предупреждение";"e1kexpress";"03.05.2012 16:00:12";"27"
"VHV_CASUMITAJ";"System";"Ошибка";"Microsoft-Windows-DistributedCOM";"28.04.2012 11:11:00";"10000"
"VHV_CASUP_01";"Application";"Предупреждение";"Microsoft-Windows-Search";"11.05.2012 11:03:16";"3036"
"VHV_CASUP_01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"05.05.2012 17:05:23";"1530"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 15:59:10";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 7:59:08";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 23:59:07";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 15:59:06";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 7:59:04";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 23:59:03";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:59:02";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 7:59:00";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 23:59:00";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 15:58:59";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"02.05.2012 10:33:01";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"02.05.2012 10:05:03";"1000"
"VHV_CASUP_01";"Application";"Предупреждение";"Microsoft-Windows-Search";"02.05.2012 8:04:08";"3036"
"VHV_CASUP_01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"28.04.2012 15:06:28";"1530"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:59:58";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:56:16";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:47:04";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:40:22";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:35:58";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:28:48";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:28:25";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Application Error";"28.04.2012 14:27:35";"1000"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"28.04.2012 11:05:00";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"28.04.2012 3:05:00";"6"
"VHV_CASUP_01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"27.04.2012 19:04:59";"6"
"VHV_CASUP_01";"Application";"Предупреждение";"Microsoft-Windows-Search";"27.04.2012 11:13:04";"3036"
"VHV_CASUP_01";"System";"Предупреждение";"Tcpip";"28.04.2012 14:53:50";"4227"
"VHV_CASUP_01";"System";"Ошибка";"Microsoft-Windows-DistributedCOM";"28.04.2012 11:10:31";"10006"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"11.05.2012 7:46:24";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"10.05.2012 17:05:19";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 15:46:46";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-RPC-Events";"10.05.2012 14:17:30";"11"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-RPC-Events";"10.05.2012 12:24:38";"11"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"10.05.2012 11:53:49";"1000"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"10.05.2012 7:46:59";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"09.05.2012 12:32:02";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Application Hang";"09.05.2012 11:00:18";"1002"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"09.05.2012 10:31:18";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"05.05.2012 17:03:57";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"05.05.2012 16:27:50";"1000"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 15:55:55";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"05.05.2012 8:48:31";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"Windows Server Update Services";"05.05.2012 8:03:35";"7032"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"05.05.2012 7:56:22";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 15:54:42";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 11:18:06";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 10:57:33";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"04.05.2012 10:55:31";"1000"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 9:40:42";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 9:38:28";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 9:30:37";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 9:28:29";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 9:03:36";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 8:54:40";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 8:49:35";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 8:26:07";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 8:24:27";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"MsiInstaller";"04.05.2012 8:16:47";"10005"
"VHV_CASUTP01";"Application";"Ошибка";"VSS";"04.05.2012 8:14:54";"8194"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"04.05.2012 8:10:07";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"04.05.2012 8:01:45";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 17:05:19";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 16:59:33";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 16:58:17";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"VSS";"03.05.2012 16:57:01";"8194"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 16:33:50";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 16:32:38";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 16:24:42";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 16:08:39";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"03.05.2012 16:03:13";"1000"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:51:20";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 15:49:46";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:42:08";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 15:40:58";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:31:06";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 15:29:52";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"VSS";"03.05.2012 15:09:54";"8194"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 15:03:35";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 15:02:04";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-Search";"03.05.2012 15:01:41";"3036"
"VHV_CASUTP01";"Application";"Ошибка";"VSS";"03.05.2012 15:01:06";"8194"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-Search";"03.05.2012 14:59:36";"3036"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 14:54:40";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 14:52:35";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"VSS";"03.05.2012 14:32:59";"8194"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"03.05.2012 11:22:19";"1000"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 9:36:11";"1530"
"VHV_CASUTP01";"Application";"Предупреждение";"MsiInstaller";"03.05.2012 9:31:36";"1001"
"VHV_CASUTP01";"Application";"Предупреждение";"MsiInstaller";"03.05.2012 9:31:36";"1004"
"VHV_CASUTP01";"Application";"Ошибка";"ESENT";"03.05.2012 9:31:15";"215"
"VHV_CASUTP01";"Application";"Предупреждение";"MsiInstaller";"03.05.2012 9:31:14";"1001"
"VHV_CASUTP01";"Application";"Предупреждение";"MsiInstaller";"03.05.2012 9:31:14";"1004"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"03.05.2012 8:58:16";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"03.05.2012 7:46:02";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"02.05.2012 17:06:01";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"02.05.2012 14:31:36";"1000"
"VHV_CASUTP01";"Application";"Ошибка";"Application Error";"02.05.2012 13:52:09";"1000"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-Search";"02.05.2012 13:09:38";"3036"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 13:05:09";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-Winlogon";"02.05.2012 12:15:15";"6005"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-Search";"02.05.2012 8:24:42";"3036"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"02.05.2012 7:57:33";"6"
"VHV_CASUTP01";"Application";"Предупреждение";"Microsoft-Windows-User Profiles Service";"27.04.2012 15:51:16";"1530"
"VHV_CASUTP01";"Application";"Ошибка";"Microsoft-Windows-CertificateServicesClient-AutoEnrollment";"27.04.2012 15:45:46";"6"
"VHV_CASUTP01";"System";"Ошибка";"Microsoft-Windows-DistributedCOM";"11.05.2012 11:13:23";"10009"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"11.05.2012 7:45:56";"0"
"VHV_CASUTP01";"System";"Ошибка";"Microsoft-Windows-DistributedCOM";"10.05.2012 17:03:28";"10009"
"VHV_CASUTP01";"System";"Ошибка";"Microsoft-Windows-DistributedCOM";"10.05.2012 8:02:43";"10006"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
"VHV_CASUTP01";"System";"Предупреждение";"hcmon";"10.05.2012 7:46:44";"0"
